ten,Gia,Tinh_trang,Kich_thuoc_man_hinh,Cong_nghe_man_hinh,Camera_truoc,Camera_sau,Chipset,Cong_nghe_NFC,Dung_luong_ram,Bo_nho_trong,Dung_luong_pin,The_SIM,Do_phan_giai_man_hinh,Tinh_nang_man_hinh,Loai_CPU,loai_san_pham
realme C65s,5090000.0,,6.745 inches,IPS LCD,8 MP,Chính 50 MP,Unisoc Tiger T612,Không,8 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),1600 x 720 pixels (HD+),"Tần số quét 90 Hz
560 nits",không có thông tin,Điện thoại
Samsung Galaxy A74,,,6.7 inches,Super AMOLED,44 MP + 8 MP,108 MP + 24 MP + 8 MP + 8 MP,Snapdragon 870 5G,không có thông tin,12 GB,256 GB,5.000 mAh,2 SIM (Nano-SIM),không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Redmi Note 13 Turbo,,,không có thông tin,AMOLED,32 MP,64 MP + 32 MP + 5 MP,MediaTek Dimensity 1000+,không có thông tin,12 GB,512 GB,5.255 mAh,không có thông tin,không có thông tin,Tần số quét 120 Hz,không có thông tin,Điện thoại
Xiaomi POCO C65,,,6.74 inches,IPS LCD,"8MP, f/2.0","Camera chính: 50MP, f/1.8
Camera macro: 2MP, f/2.4",MediaTek Helio G85 processor,không có thông tin,6 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),1600 x 720 pixels (HD+),"450 nits, tần số quét 90Hz
DC dimming",không có thông tin,Điện thoại
Honor X40 5G,,,6.66 inches,AMOLED,"Camera góc rộng: 8 MP, f/2.0","Camera góc rộng: 50 MP, f/1.8, PDAF
Camera Macro: 2 MP, f/2.4",Snapdragon 695 5G (6 nm),không có thông tin,6 GB,128 GB,5100 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"1B màu, tần số quét 120Hz, 800 nit",không có thông tin,Điện thoại
Asus Rog Phone 8 ultimate,,,6.81 inches,AMOLED,24 MP,Độ phân giải 64 MP + 13 MP + 5 MP + 2 MP,Snapdragon 8+ Gen 2,không có thông tin,16 GB,512 GB,6.000 mAh,không có thông tin,1080 x 2400 pixels (FullHD+),Tần số quét 120 Hz,không có thông tin,Điện thoại
Samsung Galaxy A75,,,6.4 inches,AMOLED,32 MP,"Camera chính 108 MP & Phụ 12 MP, 10 MP, 10 MP",Snapdragon 888,không có thông tin,6 GB,128 GB,6000 mAh,không có thông tin,1080 x 2400 pixels (FullHD+),Tần số quét 90 Hz,không có thông tin,Điện thoại
Xiaomi Redmi Note 13 Pro 8GB 256GB,6390000.0,,6.67 inches,AMOLED,16 MP,"Chính 200 MP & Phụ 8 MP, 2 MP",MediaTek Helio G99-Ultra 8 nhân,Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"Tần số quét 120Hz
1300 nits
Kính cường lực Corning Gorilla Glass 5",không có thông tin,Điện thoại
Honor 200,,,6.7 inches,OLED,50MP,"Cảm biến IMX906 kích thước 1/1.56 inch với khẩu độ f/1.95 và cũng hỗ trợ OIS
Camera telephoto 50MP với khả năng zoom quang học 2.5x, khẩu độ f/2.4 và hỗ trợ OIS
Ống kính siêu rộng 12MP",Snapdragon 7 Gen 3,Có,12 GB,256 GB,5200 mAh,không có thông tin,không có thông tin,Tần số quét 120Hz,không có thông tin,Điện thoại
Samsung Galaxy S21 Plus 5G 256GB,28990000.0,,6.7 inches,Dynamic AMOLED,"10 MP, f/2.2, hỗ trợ lấy nét theo pha kép Dual Pixel PDAF","- Cảm biến chính (góc rộng) 12 MP, f/1.8, chống rung quang học OIS
- Cảm biến tele 64 MP, f/2.0, zoom quang 1.1x, zoom lai 3x
- Cảm biến góc cực rộng 12 MP, f/2.2",Exynos 2100 8 nhân,Có,8 GB,256 GB,"- Li-Po 4,800 mAh
- Sạc nhanh có dây 25W, tương thích chuẩn PD 3.0
- Sạc nhanh không dây 15W
- Sạc ngược không dây 4.5W",2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"120Hz
HDR10+
Corning Gorilla Glass Victus",không có thông tin,Điện thoại
OPPO Reno9 Pro,,,6.75 inches,OLED,13 MP,"Camera góc rộng: 50MP, f/1.9, PDAF, OIS
Camera góc siêu rộng: 64 MP, f/2.4
Camera tele: 64 MP, f/3.5, PDAF, OIS
Camera đơn săc: 64 MP, f/1.8.",Snapdragon 888+,Có,12 GB,128 GB,4.600 mAh,không có thông tin,1080 x 2408 pixels,tần số quét 120 Hz,không có thông tin,Điện thoại
realme C30s 2GB 32GB,1990000.0,,6.5 inches,IPS LCD,5MP,8MP,Unisoc SC9863A1,không có thông tin,2 GB,32 GB,5000mAh,2 SIM (Nano-SIM),720 x 1600 pixel,"60Hz, độ sáng tối đa 400 nits, 16,7 triệu màu",không có thông tin,Điện thoại
ASUS ROG Phone 4,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
huawei p60 art,,,6.67 inches,LTPO OLED,"Camera góc rộng: 13 MP, f/2.4","Camera góc rộng:48 MP, f/1.4, OIS
Camera góc siêu rộng: 40 MP, f/2.2
Camera Telephoto: 48 MP, f/2.1, OIS",Snapdragon 8+ Gen 1 4G,không có thông tin,12 GB,512 GB,5100 mAh,2 SIM (Nano-SIM),không có thông tin,"Tần số quét 120Hz, 1.07 tỷ màu,",không có thông tin,Điện thoại
Google Pixel 6 Pro,,,6.7 inches,không có thông tin,"Camera siêu rộng: 11.1 MP, f/2.2, 20mm, 1.22µm","Camera góc rộng: 50MP, f/1.9, 25mm, Dual Pixel PDAF, Laser AF, OIS
Camera tele: 48MP, f/3.5, 104mm, 1/2"", 0.8µm, PDAF, OIS, zoom quang 4x
Camera siêu rộng: 12 MP, f/2.2, 17mm, 114˚, 1.25µm",Google Tensor (5 nm),không có thông tin,12 GB,128 GB,5003 mAh,Nano-SIM + eSIM,1440 x 3120 pixels,"Kính cường lực Corning Gorilla Glass Victus
Màn hình luôn bật",không có thông tin,Điện thoại
Xiaomi Redmi Note 12T Pro,,,6.6 inches,IPS LCD,16 MP,"Camera góc rộng: 64 MP, f/1.8, 23mm, 1/2"", 0.7µm, PDAF
Camera góc siêu rộng: 8 MP, 120˚
Camera macro: 2 MP",Mediatek Dimensity 8200 Ultra (4 nm),không có thông tin,8 GB,128 GB,5080 mAh,2 SIM (Nano-SIM),1080x2460 pixels,"Tốc độ làm mới 144 Hz, 1 tỷ màu, HDR10, Dolby Vision, 650 nits",không có thông tin,Điện thoại
Nothing Phone CMF 1 8GB 128GB,6490000.0,,6.67 inches,Super AMOLED,16 MP,"50 MP, f/1.8 + cảm biến chân dung",MediaTek Dimensity 7300 5G,Không,8 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"395 ppi, Màu 8-bit, 2000 nits
120 Hz, HDR10+",8-core up to 2.5 GHz,Điện thoại
Xiaomi Redmi Note 14,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Infinix Note 30 Pro,,,6.78 inches,AMOLED,"Camera góc rộng: 16 MP, f/2.0","Camera góc rộng: 108 MP, PDAF
Camera đo độ sâu: 2 MP, f/2.4",Mediatek Helio G99 (6nm),không có thông tin,8GB + Mở rộng 8GB,256 GB,5.000 mAh,2 SIM (Nano-SIM),1080x2460 pixels,"Tần số quét 120Hz, 900 nits, 1 tỷ màu",không có thông tin,Điện thoại
Xiaomi Redmi K70,,,6.67 inches,OLED,"Camera góc rộng: 16 MP, f/2.5, HDR","Camera góc rộng: 64 MP, f/1.8, PDAF, OIS
Camera góc siêu rộng: 8 MP, f/2.2, 120˚
Camera macro: 2 MP, f/2.4",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),không có thông tin,8 GB,128 GB,5500 mAh,2 SIM (Nano-SIM),1440 x 3200 pixels (QHD+),"68 tỷ màu, 120Hz, Dolby Vision, HDR10+, 1400 nits (tối đa), tỷ lệ 20:9",không có thông tin,Điện thoại
vivo X Note,,,7.0 inches,AMOLED,"16 MP, f/2.5, (Rộng)","50 MP, f/1.6, (Rộng), 1/1.31"", 1.2µm, PDAF, Laser AF, OIS
8 MP, f/3.4, 125mm, PDAF, OIS, 5x zoom quang học
12 MP, f/2.0, 47mm (telephoto), 1/2.93"", 1.2µm, PDAF, 2x zoom quang học
48 MP, f/2.2, 14mm, 114˚ (Siêu rộng), 1/2.0"", 0.8µm",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),không có thông tin,8 GB,256 GB,Li-Po 5000 mAh (Không thể tháo rời),Nano-SIM,1440 x 3080 pixels,"LTPO AMOLED
120Hz
HDR10+",không có thông tin,Điện thoại
POCO M6 Plus 5G,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Huawei Pura 70 Pro+,,,6.6 inches,OLED,8MP,"Camera chính: 50MP
Ống kính khẩu độ thay đổi f/1.4 - 4.0
Camera góc siêu rộng: 12.5MP
Camera tele: 48MP",Kirin 9010,Có,không có thông tin,không có thông tin,"5,050 mAh",không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Redmi 13 8GB 128GB - Cũ Trầy Xước,2790000.0,,6.79 inches,IPS LCD,13 MP,Chính 108 MP & Phụ 2 MP,MediaTek Helio G91 Ultra 8 nhân,Có,8 GB,128 GB,5030 mAh,2 SIM (Nano-SIM),2460x1080 pixels,"Tần số quét 90 Hz, 550 nits",không có thông tin,Điện thoại
Xiaomi Mix Fold 3,,,6.4 inches,AMOLED,32 MP,"Camera chính: 200 MP
Camera tele: 32 MP
Camera góc siêu rộng: 12 MP",Snapdragon 8+ Gen 2,Có,12 GB,256 GB,4.600 mAh,không có thông tin,không có thông tin,Tần số quét 120 Hz,không có thông tin,Điện thoại
Xiaomi Mi 10 Ultra,,,6.66 inches,"OLED capacitive touchscreen, 1B colors, Corning Gorilla Glass 5, HDR10+, 120Hz refresh rate, 800 nits","20 MP, f/2.3, (wide), 1/3.4"", 0.8µm","48 MP, f/1.9, 25mm (wide), 1/1.32"", 1.2µm, PDAF, OIS
48 MP, f/4.1, 120mm (periscope telephoto), 1/2.0"", 0.8µm, PDAF, OIS, 5x optical zoom, 120x hybrid zoom
12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, Dual Pixel PDAF, 2x optical zoom
20",Qualcomm SM8250 Snapdragon 865 (7 nm+),Có,12 GB,256 GB,"Li-Ion 4500 mAh battery
Fast charging 120W
Fast wireless charging 50W
Reverse wireless charging 10W",2 SIM (Nano-SIM),1080 x 2340 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
realme 12 4G 8GB 256GB,7990000.0,,6.67 inches,AMOLED,16 MP,Chính 50 MP & Phụ 2 MP,Snapdragon 685 8 nhân,Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),Tần số quét 120 Hz,2.8 GHz,Điện thoại
Huawei P60,,,6.66 inches,LTPO AMOLED,"Camera góc siêu rộng: 13 MP, f/2.4","Camera góc rộng: 48 MP, f/1.4-f/4.0, 25mm, PDAF, Laser AF, OIS
Tele kính tiềm vọng: 12 MP, f/3.4, 125mm, PDAF, OIS, 5x optical zoom
Camera góc siêu rộng:13 MP, f/2.2, 13mm",Snapdragon 8+ Gen 1 4G (4 nm),không có thông tin,8 GB,128 GB,4815 mAh,2 SIM (Nano-SIM),không có thông tin,"1 tỷ màu, Tần số quét 120Hz",không có thông tin,Điện thoại
HTC Wildfire E3 Lite,,,6.5 inches,không có thông tin,"5 MP, f/2.0","Camera chính: 13 MP
Camera đo chiều sâu: 2 MP, f/2.2",Unisoc SC9863,Không,3 GB,32 GB,5000 mAh,2 SIM (Nano-SIM),720 x 1600 pixel,Tốc độ làm tươi 60 Hz,không có thông tin,Điện thoại
Xiaomi Mi 10T,,,6.66 inches,"IPS LCD, 16 triệu màu, Corning Gorilla Glass 5, HDR10+, tần số quét 144Hz, độ sáng 500nits","20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm","64 MP, f/1.9, 26mm (wide), 1/1.73"", 0.8µm, PDAF
13 MP, f/2.4, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro), AF",Qualcomm SM8250 Snapdragon 865 (7 nm+),Có,6 GB,128 GB,"Li-Po 5000 mAh, sạc nhanh 33W, Power Delivery 3.0, sạc nhanh không dây 30W, sạc ngược 5W",2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Masstel Fami 60S 4G,700000.0,,2.0 inches,IPS LCD,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,128 MB,2300 mAh,2 SIM (Nano-SIM),240 x 320 pixels,"Màu màn hình 260.000
Chuẩn màn hình QVGA
Mặt kính cong 2.5D",không có thông tin,Điện thoại
Xiaomi Redmi K70e,,,6.67 inches,OLED,"Camera góc rộng: 20 MP, HDR","Camera góc rộng: 50 MP, PDAF, OIS
Camera góc siêu rộng: 8 MP, 120˚
Camera macro: 2 MP, f/2.4",Mediatek Dimensity 8300 (4 nm),không có thông tin,8 GB,128 GB,5500 mAh,2 SIM (Nano-SIM),1440 x 3200 pixels (QHD+),"16 triệu màu, tần số quét 120Hz, Dolby Vision, HDR10+, 1200 nits (tối đa), tỷ lệ 20:9
Corning Gorilla Glass Victus",không có thông tin,Điện thoại
vivo Y18,2890000.0,,6.56 inches,không có thông tin,8 MP,"50 MP
0.08 MP",MediaTek Helio G85 8 nhân,Không,8 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),720 x 1612 (HD+),Tần số quét 90 Hz,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Điện thoại
Honor Pad 9 Pro,,,12.1 inches,LCD,5MP,13MP,MediaTek Dimensity 8100,không có thông tin,12 GB,256 GB,10050 mAh,không có thông tin,2560 x 1600 pixels (2K),"Tần số quét 144Hz, 1.07 tỷ màu, gam màu DCI-P3",không có thông tin,Điện thoại
OPPO Find X7 Pro,,,6.7 inches,LTPO OLED,32 MP,50 MP + 50 MP + 13 MP,Snapdragon 8+ Gen 3,Có,12 GB,256 GB,5.200 mAh,không có thông tin,1440 x 3216 pixels (QHD+),Tần số quét 120 Hz,không có thông tin,Điện thoại
OPPO Reno11 Pro 5G,16090000.0,,6.7 inches,AMOLED,32MP;,50MP; 8MP; 32MP;,MediaTek Dimensity 8200 5G 8 nhân,Có,12 GB,512 GB,4600 mAh,2 SIM (Nano-SIM),1080 x 2412 pixels,"Tần số quét 120 Hz
950 nits
Kính cường lực AGC DT-Star2",2.6 GHz,Điện thoại
vivo X90 Pro,,,6.78 inches,AMOLED,"Camera góc rộng: 32MP, f/2.5, 24mm, 1/2.8"", 0.8µm","Camera góc rộng: 50.3MP, f/1.8, 23mm, Dual Pixel PDAF, Laser AF, OIS
Tele kính viễn vọng: 50MP, f/1.6, 50mm, 0.7µm, AF, 2x optical zoom, OIS
Camera góc siêu rộng: 12MP, f/2.0, 108˚ 16mm, AF",Mediatek Dimensity 9200 (4 nm),không có thông tin,8 GB,256 GB,4870 mAh,2 SIM (Nano-SIM),không có thông tin,"AMOLED, 1 tỷ màu, 120Hz, HDR10+, 1300 nit",không có thông tin,Điện thoại
Vivo V27,,,6.78 inches,AMOLED,"Camera góc rộng: 50MP, f/2.5, AF","Camera góc rộng: 64MP, f/1.8, 0.7µm, PDAF, OIS
Camera góc siêu rộng: 8MP, f/2.2, 16mm, 120˚, 1/4"", 1.12µm
Camera macro: 2MP, f/2.4",không có thông tin,không có thông tin,8 GB,128 GB,4600 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"Tần số quét 120Hz, HDR10+",không có thông tin,Điện thoại
realme 10 Pro Plus,,,6.7 inches,Super AMOLED,"Camera góc rộng: 16MP, f/2.4, 27mm, 1 / 3.09 "", 1.0µm","Camera góc rộng: 108 MP, PDAF, OIS
Camera góc siêu rộng: 8MP
Camera góc sâu: 2MP, f/2.4",MediaTek Dimensity 1080 (6 nm),không có thông tin,6 GB,64 GB,5.000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"1B màu, Tần số quét 120Hz",không có thông tin,Điện thoại
OnePlus Nord CE 4 Lite,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,8 GB,256 GB,"5,000 mAh",2 SIM (Nano-SIM),không có thông tin,không có thông tin,không có thông tin,Điện thoại
realme Note 50,2790000.0,,6.74 inches,IPS LCD,5 MP,Chính 13 MP & Phụ 0.08 MP,Unisoc Tiger T612,Không,4 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),720 x 1600 pixel,không có thông tin,1.82 GHz,Điện thoại
realme GT 5,,,6.74 inches,AMOLED,"Camera góc rộng: 16 MP, f/2.5, 25mm, 1/3.09"", 1.0µm","Camera góc rộng: 50 MP, f/1.9, 24mm, 1/1.56"", 1.0µm, PDAF, OIS
Camera góc siêu rộng: 8 MP, f/2.2, 16mm, 112˚, 1/4.0"", 1.12µm
Camera macro: 2 MP, f/2.4",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),không có thông tin,không có thông tin,1 TB,4600 mAh,2 SIM (Nano-SIM),1240 x 2772 pixels,"1 tỷ màu, tần số quét 144Hz, HDR10+, 1400 nits",không có thông tin,Điện thoại
Google Pixel 5,,,6.0 inches,OLED,"Camera góc rộng: 8 MP, f/2.0, 24mm, 1 / 4.0 "", 1.12µm","Camera góc rộng: 12,2MP, f/1.7, 27mm, 1 / 2.55 "", 1.4µm, PDAF pixel kép, OIS
Camera góc siêu rộng: 16 MP, f/2.2, 117˚, 1.0µm",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),không có thông tin,8 GB,128 GB,4080 mAh,Nano-SIM + eSIM,1080 x 2340 pixels (FullHD+),"Kính cường lực Corning Gorilla Glass 6
Màn hình luôn bật",không có thông tin,Điện thoại
Samsung Galaxy A15 5G,,,6.5 inches,Super AMOLED,13MP,"Chính 50 MP & Phụ 5 MP, 2 MP",MediaTek Dimensity 6100+,Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2340 pixels (FullHD+),"Tần số quét 90 Hz
Độ sáng tối đa: 800 nits
Mặt kính cảm ứng: Kính cường lực",2 nhân 2.2 GHz & 6 nhân 2.0 GHz,Điện thoại
OPPO A2m,,,6.56 inches,IPS LCD,"5MP, f/2.2","Camera chính: 13MP, f/2.2",MediaTek Dimensity 6020 8 nhân,Không,12 GB,256 GB,"5,000 mAh",không có thông tin,không có thông tin,"Tần số quét 90Hz, độ sáng 720 nits và có mật độ điểm ảnh 269 ppi",không có thông tin,Điện thoại
Samsung Galaxy Buddy2,,,6.6 inches,TFT LCD,8MP,50MP,Snapdragon 750G,Có,4 GB,128 GB,5.000 mAh,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
vivo IQOO Neo 8,,,6.78 inches,AMOLED,"Camera góc rộng: 16 MP, f/2.45","Camera góc rộng: 50 MP, f/1.88, PDAF, OIS
Máy ảnh chiều sâu: 2 MP, f/2.4",Snapdragon 8+ Gen 1 (4 nm),không có thông tin,12 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),không có thông tin,"1 tỷ màu, tần số quét 144Hz, HDR10, 1300 nits",không có thông tin,Điện thoại
TECNO CAMON 30S 8GB 256GB,,,6.78 inches,AMOLED,13MP,"50M OIS
2M + light sensor
100MP",Mediatek G100,Có,8 GB,256 GB,5000mAh,2 SIM (Nano-SIM),1080 x 2436 pixels,"120Hz
Gorilla Glass 5",không có thông tin,Điện thoại
Samsung Galaxy A06 4GB 64GB,,,6.7 inches,PLS LCD,8 MP,Chính 50 MP & Phụ 2 MP,MediaTek Helio G85 8 nhân,Không,4 GB,64 GB,5000 mAh,2 Nano-SIM,720 x 1600 pixel,"Tần số quét 60 Hz
Độ sáng tối đa: 576 nits",2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Điện thoại
Huawei P50 Pro,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Honor 200 Lite,,,6.7 inches,AMOLED,50MP,"Cảm biến chính 108MP
Máy ảnh siêu rộng 8MP
Cảm biến macro 2MP",MediaTek Dimensity 6080,Có,8 GB,256 GB,4500 mAh,không có thông tin,2412 x 1080 pixels,không có thông tin,không có thông tin,Điện thoại
OPPO A1x,,,6.56 inches,IPS LCD,"Camera góc rộng: 8 MP, f/2.2, 27mm","Camera góc rộng: 13 MP, f/2.2, 25mm, PDAF
Camera đo độ sâu: 2 MP, f/2.4",Mediatek Dimensity 700 (7 nm),không có thông tin,6 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),720 x 1612 (HD+),"Tần số quét 90Hz, 480 nits",không có thông tin,Điện thoại
Realme V30t,,,6.5 inches,IPS LCD,5 MP,"Camera chính: 13 MP
Camera macro: 2 MP",Dimensity 700,Không,8 GB,128 GB,5.000 mAh,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Realme GT Neo,,,6.43 inches,Super AMOLED,"16 MP, f/2.5","Camera góc rộng: 64 MP, f/1.8, PDAF
Camera góc siêu rộng: 8 MP, f/2.3
Camear cận cảnh: 2 MP, f/2.4",MT6893 Dimensity 1200 5G (6 nm),không có thông tin,8 GB,128 GB,Li-Po 4500 mAh,2 SIM (Nano-SIM),1440 x 3200 pixels (QHD+),Tần số quét 120Hz,không có thông tin,Điện thoại
vivo iQOO Z9,,,6.78 inches,AMOLED,16MP,"Cảm biến chính 50MP
Máy ảnh độ sâu 2MP",Snapdragon 7 Gen 3,Không,8 GB,128 GB,6000 mAh,không có thông tin,không có thông tin,"Độ phân giải 1.5K, độ sáng 4,500 nits, tần số quét 144Hz",không có thông tin,Điện thoại
Google Pixel Fold,,,7.6 inches,OLED,"8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm
Camera góc rộng: 9.5 MP, f/2.2, 24mm, 1.22µm, Dual Pixel PDAF","Camera góc rộng: 48 MP, f/1.7, 25mm, Dual Pixel PDAF, Laser AF, OIS
Camera Tele: 10.8 MP, f/3.1, 1.22µm, OIS, 5x optical zoom
Camera góc siêu rộng: 10.8 MP, f/2.2, 121˚, 1/3"", 1.25µm",Google Tensor G2 (5 nm),không có thông tin,12 GB,256 GB,4821 mAh,2 SIM (nano‑SIM và eSIM),không có thông tin,"Foldable OLED, tần số quét 120Hz, HDR10+, 1000 nits
Màn hình phụ: 5.8 inches, 1080 x 2092 pixels, OLED, 120Hz, HDR, Corning Gorilla Glass Victus",không có thông tin,Điện thoại
Xiaomi Redmi Note 13R Pro,,,6.67 inches,OLED,Camera góc rộng: 16 MP,"Camera góc rộng: 108 MP, f/1.7, 0.64µm, PDAF
Camera đo độ sâu: 2 MP, f/2.4",Mediatek Dimensity 6080 (6 nm),Không,12 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"Tần số quét 120Hz, 1 tỷ màu, 120Hz, 1000 nits (peak)
Corning Gorilla Glass",không có thông tin,Điện thoại
INOI A83 6GB 128GB,,,6.52 inches,IPS LCD,13.0 MP,"Camera chính: 48,0 MP
2 MP
Camera phụ",Unisoc T606,Không,6 GB,128 GB,4000 mAh,2 SIM (Nano-SIM),1600 x 720 pixels (HD+),Tỷ lệ khung hình màn hình: 18:9,không có thông tin,Điện thoại
Xiaomi Redmi Note 13s,,,6.6 inches,Super AMOLED,13 MP,50 MP + 8 MP,MediaTek Dimensity 1200,không có thông tin,6 GB,128 GB,5.000 mAh,không có thông tin,không có thông tin,Tần số quét 120 Hz,không có thông tin,Điện thoại
Asus ROG Phone 7 Pro,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Snapdragon 8 Gen 2,Có,8 GB,128 GB,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Mix Alpha,,,7.9 inches,Super AMOLED,không có thông tin,"Chính 108 MP & Phụ 20 MP, 12 MP",Snapdragon 855+ 8 nhân,không có thông tin,12 GB,512 GB,4050 mAh,2 SIM (Nano-SIM),không có thông tin,Mặt kính cong 2.5D,không có thông tin,Điện thoại
Realme Narzo 50i Prime,,,6.5 inches,IPS LCD,"Camera góc rộng: 5 MP, f/2.2","Camera góc rộng: 8 MP, f/2.0",Unisoc Tiger T612 (12 nm),không có thông tin,3 GB,32 GB,5000 mAh,2 SIM (Nano-SIM),720 x 1600 pixel,không có thông tin,không có thông tin,Điện thoại
realme Narzo 50,,,6.6 inches,IPS LCD,"Camera góc rộng: 16 MP, f/2.1","Camera góc rộng: 50 MP, f/1.8, PDAF
Camera Macro: 2 MP, f/2.4
Camera góc sâu: 2 MP, f/2.4",Mediatek Helio G96 (12 nm),Không,4 GB,64 GB,Li-Po 5000 mAh,2 SIM (Nano-SIM),1080 x 2412 pixels,không có thông tin,không có thông tin,Điện thoại
Xiaomi 14 Lite,,,6.66 inches,AMOLED,32 MP,64 MP + 50 MP + 8 MP + 2 MP,Snapdragon 888,không có thông tin,8 GB,128 GB,4.600 mAh,không có thông tin,không có thông tin,Tần số quét 144 Hz,không có thông tin,Điện thoại
Masstel IZI 30,600000.0,,2.4 inches,không có thông tin,không có thông tin,không có thông tin,Unisoc UMS9117,không có thông tin,không có thông tin,không có thông tin,1800 mAh,2 SIM (Nano-SIM),240 x 320 pixels,QQVGA,không có thông tin,Điện thoại
Red Magic 7S Pro,,,6.8 inches,AMOLED,Camera góc rộng: 16 MP,"Camera góc rộng: 64 MP, f/1.8, PDAF
Camera góc siêu rộng: 8 MP, f / 2.2, 120˚
Camera Macro: 2 MP, f / 2.4",Snapdragon 8+ thế hệ 1 (4 nm),không có thông tin,12 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"120Hz, Kính cường lực Corning Gorilla Glass 5",không có thông tin,Điện thoại
